"","ensembl_gene_id","external_gene_name","btaurus_homolog_ensembl_gene","sscrofa_homolog_ensembl_gene","mmusculus_homolog_ensembl_gene","hsapiens_homolog_ensembl_gene"
"456","ENSOARG00000013075","PIP5K1B","ENSBTAG00000009917","ENSSSCG00000023646","ENSMUSG00000024867","ENSG00000107242"
"457","ENSOARG00000013075","PIP5K1B","ENSBTAG00000009917","ENSSSCG00000027161","ENSMUSG00000024867","ENSG00000107242"
"458","ENSOARG00000013090","","ENSBTAG00000038138","ENSSSCG00000023612","ENSMUSG00000101605",""
"459","ENSOARG00000013100","SCARF1","ENSBTAG00000011483","ENSSSCG00000024071","ENSMUSG00000038188","ENSG00000074660"
"460","ENSOARG00000013104","C6orf163","ENSBTAG00000017879","ENSSSCG00000004301","ENSMUSG00000071015","ENSG00000203872"
"461","ENSOARG00000013183","SYT7","ENSBTAG00000019947","ENSSSCG00000021906","ENSMUSG00000024743","ENSG00000011347"
"462","ENSOARG00000013326","DNAJB4","ENSBTAG00000021752","ENSSSCG00000003766","ENSMUSG00000028035","ENSG00000162616"
"463","ENSOARG00000013358","MORN3","ENSBTAG00000004458","ENSSSCG00000009809","ENSMUSG00000029477","ENSG00000139714"
"464","ENSOARG00000013370","FDX1","ENSBTAG00000011793","","ENSMUSG00000032051","ENSG00000137714"
"465","ENSOARG00000013375","C2CD2L","ENSBTAG00000015013","ENSSSCG00000015111","ENSMUSG00000032120","ENSG00000172375"
"466","ENSOARG00000013410","CPT1C","ENSBTAG00000012205","ENSSSCG00000024872","ENSMUSG00000007783","ENSG00000169169"
"467","ENSOARG00000013500","PLGRKT","ENSBTAG00000017530","ENSSSCG00000005212","ENSMUSG00000016495","ENSG00000107020"
"468","ENSOARG00000013521","LAMA5","ENSBTAG00000003061","","ENSMUSG00000015647","ENSG00000130702"
"469","ENSOARG00000013529","ADGRL4","ENSBTAG00000019733","ENSSSCG00000003762","ENSMUSG00000039167","ENSG00000162618"
"470","ENSOARG00000013538","ORAI1","ENSBTAG00000004457","ENSSSCG00000025464","ENSMUSG00000049686","ENSG00000276045"
"471","ENSOARG00000013580","CNGA3","ENSBTAG00000009834","ENSSSCG00000026144","ENSMUSG00000026114","ENSG00000144191"
"472","ENSOARG00000013608","GFOD1","","ENSSSCG00000001054","ENSMUSG00000051335","ENSG00000145990"
"473","ENSOARG00000013617","PLXND1","ENSBTAG00000001814","ENSSSCG00000011592","ENSMUSG00000030123","ENSG00000004399"
"474","ENSOARG00000013628","IL33","ENSBTAG00000018347","ENSSSCG00000005203","ENSMUSG00000024810","ENSG00000137033"
"475","ENSOARG00000013669","NPY1R","ENSBTAG00000047586","ENSSSCG00000008888","ENSMUSG00000036437","ENSG00000164128"
"476","ENSOARG00000013694","EMCN","ENSBTAG00000034206","ENSSSCG00000009173","ENSMUSG00000054690","ENSG00000164035"
"477","ENSOARG00000013727","TTLL7","ENSBTAG00000003322","ENSSSCG00000003760","ENSMUSG00000036745","ENSG00000137941"
"478","ENSOARG00000013772","ADRB1","ENSBTAG00000001242","ENSSSCG00000010647","ENSMUSG00000035283","ENSG00000043591"
"479","ENSOARG00000013790","PFKP","ENSBTAG00000002683","ENSSSCG00000011158","ENSMUSG00000021196","ENSG00000067057"
"480","ENSOARG00000013832","ABCB4","ENSBTAG00000005653","ENSSSCG00000024520","ENSMUSG00000042476","ENSG00000005471"
"481","ENSOARG00000013859","CTNND2","ENSBTAG00000017222","ENSSSCG00000016780","ENSMUSG00000022240","ENSG00000169862"
"482","ENSOARG00000013891","","ENSBTAG00000005397","","",""
"483","ENSOARG00000013963","TTC39B","ENSBTAG00000003943","ENSSSCG00000005186","ENSMUSG00000038172","ENSG00000155158"
"484","ENSOARG00000014011","FADS3","ENSBTAG00000015511","ENSSSCG00000013073","ENSMUSG00000024664","ENSG00000221968"
"485","ENSOARG00000014051","ALDH3B2","ENSBTAG00000012054","ENSSSCG00000026349","ENSMUSG00000037263","ENSG00000132746"
"486","ENSOARG00000014051","ALDH3B2","ENSBTAG00000012054","ENSSSCG00000028501","ENSMUSG00000037263","ENSG00000132746"
"487","ENSOARG00000014051","ALDH3B2","ENSBTAG00000012054","ENSSSCG00000026349","ENSMUSG00000075296","ENSG00000132746"
"488","ENSOARG00000014051","ALDH3B2","ENSBTAG00000012054","ENSSSCG00000028501","ENSMUSG00000075296","ENSG00000132746"
"489","ENSOARG00000014073","EDN1","ENSBTAG00000008096","ENSSSCG00000001050","ENSMUSG00000021367","ENSG00000078401"
"490","ENSOARG00000014116","PTGS1","ENSBTAG00000006716","ENSSSCG00000005533","ENSMUSG00000047250","ENSG00000095303"
"491","ENSOARG00000014123","PI16","ENSBTAG00000002092","ENSSSCG00000001570","ENSMUSG00000024011","ENSG00000164530"
"492","ENSOARG00000014124","PTPRE","ENSBTAG00000002435","ENSSSCG00000010755","ENSMUSG00000041836","ENSG00000132334"
"493","ENSOARG00000014207","","ENSBTAG00000016944","ENSSSCG00000010054","ENSMUSG00000020178","ENSG00000258555"
"494","ENSOARG00000014207","","ENSBTAG00000016944","ENSSSCG00000010054","ENSMUSG00000020178","ENSG00000128271"
"495","ENSOARG00000014212","","ENSBTAG00000019432","ENSSSCG00000017280","ENSMUSG00000001029","ENSG00000108622"
"496","ENSOARG00000014253","SLC7A11","ENSBTAG00000034075","ENSSSCG00000026375","ENSMUSG00000027737","ENSG00000151012"
"497","ENSOARG00000014253","SLC7A11","ENSBTAG00000034075","ENSSSCG00000022649","ENSMUSG00000027737","ENSG00000151012"
"498","ENSOARG00000014336","CYR61","ENSBTAG00000009844","ENSSSCG00000006940","ENSMUSG00000028195","ENSG00000142871"
"499","ENSOARG00000014470","IFT122","ENSBTAG00000019121","ENSSSCG00000011589","ENSMUSG00000030323","ENSG00000163913"
"500","ENSOARG00000014488","ERG","ENSBTAG00000011001","ENSSSCG00000022318","ENSMUSG00000040732","ENSG00000157554"
"501","ENSOARG00000014509","MGAM","ENSBTAG00000046152","","ENSMUSG00000068587","ENSG00000257335"
"502","ENSOARG00000014586","TEK","ENSBTAG00000020148","ENSSSCG00000005122","ENSMUSG00000006386","ENSG00000120156"
"503","ENSOARG00000014661","RNF144A","ENSBTAG00000044064","ENSSSCG00000008646","ENSMUSG00000020642","ENSG00000151692"
"504","ENSOARG00000014686","TPH2","ENSBTAG00000020792","ENSSSCG00000021122","ENSMUSG00000006764","ENSG00000139287"
"505","ENSOARG00000014701","","ENSBTAG00000015720","ENSSSCG00000006137","ENSMUSG00000041058","ENSG00000123124"
"506","ENSOARG00000014710","SGK1","ENSBTAG00000004269","ENSSSCG00000021443","ENSMUSG00000019970","ENSG00000118515"
"507","ENSOARG00000014717","KIAA1462","ENSBTAG00000001204","ENSSSCG00000011020","ENSMUSG00000033960","ENSG00000165757"
"508","ENSOARG00000014718","COL6A6","ENSBTAG00000012837","","ENSMUSG00000043719","ENSG00000206384"
"509","ENSOARG00000014751","STARD8","ENSBTAG00000033702","ENSSSCG00000012828","ENSMUSG00000031216","ENSG00000130052"
"510","ENSOARG00000014779","PECAM1","ENSBTAG00000012066","ENSSSCG00000017277","ENSMUSG00000020717","ENSG00000261371"
"511","ENSOARG00000014801","CHMP4C","ENSBTAG00000004792","ENSSSCG00000025980","ENSMUSG00000027536","ENSG00000164695"
"512","ENSOARG00000014836","HECW2","ENSBTAG00000020696","ENSSSCG00000021044","ENSMUSG00000042807","ENSG00000138411"
"513","ENSOARG00000014836","HECW2","ENSBTAG00000020696","ENSSSCG00000016068","ENSMUSG00000042807","ENSG00000138411"
"514","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008954","ENSMUSG00000029380","ENSG00000163739"
"515","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000246","ENSMUSG00000029380","ENSG00000163739"
"516","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008959","ENSMUSG00000029380","ENSG00000163739"
"517","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000242","ENSMUSG00000029380","ENSG00000163739"
"518","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008954","ENSMUSG00000058427","ENSG00000163739"
"519","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000246","ENSMUSG00000058427","ENSG00000163739"
"520","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008959","ENSMUSG00000058427","ENSG00000163739"
"521","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000242","ENSMUSG00000058427","ENSG00000163739"
"522","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008954","ENSMUSG00000029380","ENSG00000081041"
"523","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000246","ENSMUSG00000029380","ENSG00000081041"
"524","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008959","ENSMUSG00000029380","ENSG00000081041"
"525","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000242","ENSMUSG00000029380","ENSG00000081041"
"526","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008954","ENSMUSG00000058427","ENSG00000081041"
"527","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000246","ENSMUSG00000058427","ENSG00000081041"
"528","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008959","ENSMUSG00000058427","ENSG00000081041"
"529","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000242","ENSMUSG00000058427","ENSG00000081041"
"530","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008954","ENSMUSG00000029380","ENSG00000163734"
"531","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000246","ENSMUSG00000029380","ENSG00000163734"
"532","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008959","ENSMUSG00000029380","ENSG00000163734"
"533","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000242","ENSMUSG00000029380","ENSG00000163734"
"534","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008954","ENSMUSG00000058427","ENSG00000163734"
"535","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000246","ENSMUSG00000058427","ENSG00000163734"
"536","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000008959","ENSMUSG00000058427","ENSG00000163734"
"537","ENSOARG00000014841","","ENSBTAG00000037778","ENSSSCG00000000242","ENSMUSG00000058427","ENSG00000163734"
"538","ENSOARG00000014885","ANGPTL6","ENSBTAG00000039302","ENSSSCG00000013663","ENSMUSG00000038742","ENSG00000130812"
"539","ENSOARG00000014898","ADAMTS1","ENSBTAG00000000706","ENSSSCG00000012026","ENSMUSG00000022893","ENSG00000154734"
"540","ENSOARG00000014898","ADAMTS1","ENSBTAG00000000706","ENSSSCG00000029488","ENSMUSG00000022893","ENSG00000154734"
"541","ENSOARG00000014986","CYYR1","ENSBTAG00000005742","","ENSMUSG00000041134","ENSG00000166265"
"542","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000254709"
"543","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000254709"
"544","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000254709"
"545","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000254709"
"546","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000254709"
"547","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000254709"
"548","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000254709"
"549","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000254709"
"550","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000254709"
"551","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000254709"
"552","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000211685"
"553","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000211685"
"554","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000211685"
"555","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000211685"
"556","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000211685"
"557","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000211685"
"558","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000211685"
"559","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000211685"
"560","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000211685"
"561","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000211685"
"562","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000211675"
"563","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000211675"
"564","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000211675"
"565","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000211675"
"566","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000211675"
"567","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000211675"
"568","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000211675"
"569","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000211675"
"570","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000211675"
"571","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000211675"
"572","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000128322"
"573","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000128322"
"574","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000128322"
"575","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000128322"
"576","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000128322"
"577","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000128322"
"578","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000128322"
"579","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000128322"
"580","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000128322"
"581","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000128322"
"582","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000211679"
"583","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000211679"
"584","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000211679"
"585","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000211679"
"586","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000211679"
"587","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000211679"
"588","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000211679"
"589","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000211679"
"590","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000211679"
"591","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000211679"
"592","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000106039","ENSG00000211677"
"593","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000106039","ENSG00000211677"
"594","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105547","ENSG00000211677"
"595","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105547","ENSG00000211677"
"596","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000105906","ENSG00000211677"
"597","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000105906","ENSG00000211677"
"598","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000075370","ENSG00000211677"
"599","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000075370","ENSG00000211677"
"600","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010077","ENSMUSG00000076937","ENSG00000211677"
"601","ENSOARG00000015034","","ENSBTAG00000017305","ENSSSCG00000010044","ENSMUSG00000076937","ENSG00000211677"
"602","ENSOARG00000015044","TLR2","ENSBTAG00000008008","ENSSSCG00000009002","ENSMUSG00000027995","ENSG00000137462"
"603","ENSOARG00000015076","SMG6","ENSBTAG00000000267","ENSSSCG00000017826","ENSMUSG00000038290","ENSG00000070366"
"604","ENSOARG00000015118","BDNF","ENSBTAG00000008134","ENSSSCG00000013333","ENSMUSG00000048482","ENSG00000176697"
"605","ENSOARG00000015132","ADAMTS15","ENSBTAG00000016857","ENSSSCG00000015250","ENSMUSG00000033453","ENSG00000166106"
"606","ENSOARG00000015144","SERPINA5","ENSBTAG00000004063","ENSSSCG00000002481","ENSMUSG00000041550","ENSG00000188488"
"607","ENSOARG00000015152","TUB","ENSBTAG00000004862","ENSSSCG00000014581","ENSMUSG00000031028","ENSG00000166402"
"608","ENSOARG00000015167","BCL2A1","ENSBTAG00000000735","ENSSSCG00000001778","ENSMUSG00000102037","ENSG00000140379"
"609","ENSOARG00000015167","BCL2A1","ENSBTAG00000000735","ENSSSCG00000001778","ENSMUSG00000089929","ENSG00000140379"
"610","ENSOARG00000015167","BCL2A1","ENSBTAG00000000735","ENSSSCG00000001778","ENSMUSG00000099974","ENSG00000140379"
"611","ENSOARG00000015167","BCL2A1","ENSBTAG00000000735","ENSSSCG00000001778","ENSMUSG00000053820","ENSG00000140379"
"612","ENSOARG00000015167","BCL2A1","ENSBTAG00000000735","ENSSSCG00000001778","ENSMUSG00000100838","ENSG00000140379"
"613","ENSOARG00000015194","CRYAB","ENSBTAG00000000434","ENSSSCG00000015025","ENSMUSG00000032060","ENSG00000109846"
"614","ENSOARG00000015267","MCAM","ENSBTAG00000006835","ENSSSCG00000015116","ENSMUSG00000032135","ENSG00000076706"
"615","ENSOARG00000015297","GBP5","ENSBTAG00000015060","ENSSSCG00000024973","ENSMUSG00000105504","ENSG00000154451"
"616","ENSOARG00000015346","UBXN2B","ENSBTAG00000009138","ENSSSCG00000006239","ENSMUSG00000028243","ENSG00000215114"
"617","ENSOARG00000015386","","ENSBTAG00000038576","","ENSMUSG00000092021","ENSG00000183347"
"618","ENSOARG00000015386","","ENSBTAG00000038576","","ENSMUSG00000029298","ENSG00000183347"
"619","ENSOARG00000015386","","ENSBTAG00000038576","","ENSMUSG00000034438","ENSG00000183347"
"620","ENSOARG00000015386","","ENSBTAG00000038576","","ENSMUSG00000104713","ENSG00000183347"
"621","ENSOARG00000015386","","ENSBTAG00000038576","","ENSMUSG00000105096","ENSG00000183347"
"622","ENSOARG00000015386","","ENSBTAG00000038576","","ENSMUSG00000079363","ENSG00000183347"
"623","ENSOARG00000015386","","ENSBTAG00000038576","","ENSMUSG00000079362","ENSG00000183347"
"624","ENSOARG00000015403","NTS","ENSBTAG00000005305","ENSSSCG00000000932","ENSMUSG00000019890","ENSG00000133636"
"625","ENSOARG00000015421","MGAT4C","ENSBTAG00000011153","ENSSSCG00000000931","ENSMUSG00000019888","ENSG00000182050"
"626","ENSOARG00000015422","AIFM1","ENSBTAG00000006838","ENSSSCG00000012657","ENSMUSG00000036932","ENSG00000156709"
"627","ENSOARG00000015424","C1QTNF5","ENSBTAG00000027766","ENSSSCG00000024936","ENSMUSG00000079592","ENSG00000223953"
"628","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000022397","ENSMUSG00000092021","ENSG00000183347"
"629","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000030801","ENSMUSG00000092021","ENSG00000183347"
"630","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000022397","ENSMUSG00000029298","ENSG00000183347"
"631","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000030801","ENSMUSG00000029298","ENSG00000183347"
"632","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000022397","ENSMUSG00000034438","ENSG00000183347"
"633","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000030801","ENSMUSG00000034438","ENSG00000183347"
"634","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000022397","ENSMUSG00000104713","ENSG00000183347"
"635","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000030801","ENSMUSG00000104713","ENSG00000183347"
"636","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000022397","ENSMUSG00000105096","ENSG00000183347"
"637","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000030801","ENSMUSG00000105096","ENSG00000183347"
"638","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000022397","ENSMUSG00000079363","ENSG00000183347"
"639","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000030801","ENSMUSG00000079363","ENSG00000183347"
"640","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000022397","ENSMUSG00000079362","ENSG00000183347"
"641","ENSOARG00000015432","","ENSBTAG00000014857","ENSSSCG00000030801","ENSMUSG00000079362","ENSG00000183347"
"642","ENSOARG00000015447","IMPDH2","ENSBTAG00000031837","ENSSSCG00000011372","ENSMUSG00000062867","ENSG00000178035"
"643","ENSOARG00000015462","COQ10B","ENSBTAG00000004659","ENSSSCG00000016076","ENSMUSG00000025981","ENSG00000115520"
"644","ENSOARG00000015467","DRAM1","ENSBTAG00000017287","ENSSSCG00000023972","ENSMUSG00000020057","ENSG00000136048"
"645","ENSOARG00000015469","RPS6KA3","ENSBTAG00000017639","ENSSSCG00000012163","ENSMUSG00000031309","ENSG00000177189"
"646","ENSOARG00000015557","","","","ENSMUSG00000025979",""
"647","ENSOARG00000015578","LRRC8C","ENSBTAG00000000900","ENSSSCG00000006917","ENSMUSG00000054720","ENSG00000171488"
"648","ENSOARG00000015579","LRP12","ENSBTAG00000011516","ENSSSCG00000006039","ENSMUSG00000022305","ENSG00000147650"
"649","ENSOARG00000015628","DUSP6","ENSBTAG00000004587","ENSSSCG00000022284","ENSMUSG00000019960","ENSG00000139318"
"650","ENSOARG00000015650","DPYS","ENSBTAG00000021887","ENSSSCG00000006040","ENSMUSG00000022304","ENSG00000147647"
"651","ENSOARG00000015673","MFRP","ENSBTAG00000009748","ENSSSCG00000015119","ENSMUSG00000034739","ENSG00000235718"
"652","ENSOARG00000015700","SUSD5","ENSBTAG00000005327","ENSSSCG00000023067","ENSMUSG00000086596","ENSG00000173705"
"653","ENSOARG00000015720","CLMN","ENSBTAG00000019916","ENSSSCG00000002494","ENSMUSG00000021097","ENSG00000165959"
"654","ENSOARG00000015752","TMEM109","ENSBTAG00000018362","ENSSSCG00000013110","ENSMUSG00000034659","ENSG00000110108"
"655","ENSOARG00000015830","NUDT4","ENSBTAG00000010813","ENSSSCG00000020903","ENSMUSG00000020029","ENSG00000173598"
"656","ENSOARG00000015830","NUDT4","ENSBTAG00000007447","ENSSSCG00000020903","ENSMUSG00000020029","ENSG00000173598"
"657","ENSOARG00000015853","","","","",""
"658","ENSOARG00000015857","METRNL","ENSBTAG00000004787","ENSSSCG00000017137","ENSMUSG00000039208","ENSG00000176845"
"659","ENSOARG00000015908","ANKRD1","ENSBTAG00000011734","ENSSSCG00000010461","ENSMUSG00000024803","ENSG00000148677"
"660","ENSOARG00000015937","TMEM204","ENSBTAG00000007246","ENSSSCG00000008021","ENSMUSG00000024168","ENSG00000131634"
"661","ENSOARG00000015973","RASAL2","ENSBTAG00000015537","ENSSSCG00000015519","ENSMUSG00000070565","ENSG00000075391"
"662","ENSOARG00000016027","USP25","ENSBTAG00000019314","ENSSSCG00000024623","ENSMUSG00000022867","ENSG00000155313"
"663","ENSOARG00000016050","REEP5","ENSBTAG00000012804","ENSSSCG00000022048","ENSMUSG00000005873","ENSG00000129625"
"664","ENSOARG00000016181","ITGA5","ENSBTAG00000013745","ENSSSCG00000000293","ENSMUSG00000000555","ENSG00000161638"
"665","ENSOARG00000016215","CORIN","ENSBTAG00000002199","ENSSSCG00000008813","ENSMUSG00000005220","ENSG00000145244"
"666","ENSOARG00000016243","MAP3K11","ENSBTAG00000004114","ENSSSCG00000021266","ENSMUSG00000004054","ENSG00000173327"
"667","ENSOARG00000016305","MYCBP2","ENSBTAG00000018851","ENSSSCG00000009473","ENSMUSG00000033004","ENSG00000005810"
"668","ENSOARG00000016391","GLP1R","ENSBTAG00000018224","ENSSSCG00000001589","ENSMUSG00000024027","ENSG00000112164"
"669","ENSOARG00000016412","PDGFB","ENSBTAG00000021697","ENSSSCG00000021641","ENSMUSG00000000489","ENSG00000100311"
"670","ENSOARG00000016481","PWWP2B","ENSBTAG00000019519","ENSSSCG00000027003","ENSMUSG00000060260","ENSG00000171813"
"671","ENSOARG00000016481","PWWP2B","ENSBTAG00000019519","ENSSSCG00000023681","ENSMUSG00000060260","ENSG00000171813"
"672","ENSOARG00000016534","TFPI","","ENSSSCG00000016032","ENSMUSG00000027082","ENSG00000003436"
"673","ENSOARG00000016547","CALCRL","ENSBTAG00000008483","ENSSSCG00000016031","ENSMUSG00000059588","ENSG00000064989"
"674","ENSOARG00000016603","TAB1","ENSBTAG00000019828","ENSSSCG00000000087","ENSMUSG00000022414","ENSG00000100324"
"675","ENSOARG00000016606","TMED5","ENSBTAG00000020180","ENSSSCG00000006896","ENSMUSG00000063406","ENSG00000117500"
"676","ENSOARG00000016717","MYOZ2","ENSBTAG00000002574","ENSSSCG00000009110","ENSMUSG00000028116","ENSG00000172399"
"677","ENSOARG00000016726","","ENSBTAG00000038910","","ENSMUSG00000025165","ENSG00000141574"
"678","ENSOARG00000016726","","ENSBTAG00000038910","","ENSMUSG00000039364","ENSG00000141574"
